@id	@lon	@lat
280094334	-6.3424013	53.2838146
280094353	-6.3409315	53.2846645
280094355	-6.3411421	53.2843988
280094356	-6.3412372	53.2842764
280094357	-6.3414867	53.2840279
280094358	-6.3419073	53.2833270
280094359	-6.3419113	53.2829917
280094392	-6.3416530	53.2840118
280094404	-6.3419239	53.2839589
280094529	-6.3312940	53.2883821
280094530	-6.3322937	53.2884569
280094534	-6.3390736	53.2859228
280094535	-6.3392710	53.2856406
280094536	-6.3406014	53.2848196
280094537	-6.3412279	53.2835367
280094538	-6.3429227	53.2823815
280094539	-6.3432634	53.2823125
280094598	-6.3308167	53.2879239
280094599	-6.3309473	53.2883150
280094610	-6.3324045	53.2879649
280094611	-6.3326191	53.2881548
280094612	-6.3328342	53.2882295
280094639	-6.3314472	53.2881784
280094780	-6.3316917	53.2880241
280094782	-6.3315357	53.2882919
280094828	-6.3316229	53.2883063
280094829	-6.3317608	53.2882728
280094831	-6.3320177	53.2882761
280094832	-6.3324248	53.2884458
280094834	-6.3303726	53.2884790
280094836	-6.3359278	53.2882374
280094838	-6.3369278	53.2880932
280094839	-6.3383526	53.2870516
280094840	-6.3441013	53.2821175
280094841	-6.3444183	53.2829724
280094889	-6.3308932	53.2885970
280094906	-6.3310224	53.2884108
280094963	-6.3313488	53.2896479
280094965	-6.3309502	53.2891118
280094966	-6.3309062	53.2890878
280094967	-6.3307738	53.2888885
280097917	-6.3310055	53.2894785
280101313	-6.3375372	53.2835060
280101394	-6.3376059	53.2841576
280102141	-6.3385586	53.2839267
280102142	-6.3391423	53.2837215
280102143	-6.3395371	53.2834649
280102145	-6.3388504	53.2830133
280102146	-6.3391251	53.2828286
280102148	-6.3401896	53.2818279
280102156	-6.3408074	53.2824489
280102157	-6.3404383	53.2827978
280102158	-6.3400864	53.2830800
280102159	-6.3397517	53.2832904
280102161	-6.3378797	53.2834077
280102162	-6.3381981	53.2833212
280102164	-6.3383698	53.2818536
280102165	-6.3387217	53.2819973
280102166	-6.3396487	53.2823154
280102169	-6.3377560	53.2827822
280102170	-6.3381209	53.2825515
280102181	-6.3363637	53.2843162
280102499	-6.3383434	53.2787772
280102500	-6.3398497	53.2790197
280102503	-6.3402180	53.2797785
280102507	-6.3365073	53.2789952
280102508	-6.3351940	53.2794263
280102510	-6.3373141	53.2819408
280102512	-6.3372797	53.2814687
280102516	-6.3361983	53.2807913
280102519	-6.3349108	53.2815200
280102520	-6.3340182	53.2811198
280102521	-6.3344816	53.2807913
280102523	-6.3352799	53.2803911
280102525	-6.3353657	53.2798009
280102527	-6.3369739	53.2795540
280102531	-6.3365821	53.2804834
280102532	-6.3362572	53.2804808
280102533	-6.3357090	53.2803500
280102534	-6.3353745	53.2802121
280102535	-6.3351082	53.2821769
280102536	-6.3350653	53.2820076
280102537	-6.3348078	53.2818177
280102538	-6.3347649	53.2816843
280102540	-6.3361811	53.2820589
280102541	-6.3361639	53.2817869
280102542	-6.3360781	53.2815816
280102543	-6.3358206	53.2814174
280102545	-6.3335890	53.2815098
280102547	-6.3325590	53.2797650
280102548	-6.3328337	53.2798881
280102586	-6.3326191	53.2811198
280102589	-6.3332629	53.2805963
280102591	-6.3338208	53.2802628
280102640	-6.3320183	53.2804680
280102680	-6.3406730	53.2758455
280102682	-6.3400283	53.2761743
280102684	-6.3400078	53.2761105
280102685	-6.3397860	53.2761622
280102686	-6.3397002	53.2762752
280102687	-6.3397671	53.2764912
280102828	-6.3373141	53.2828697
280102830	-6.3356404	53.2830647
280102832	-6.3355803	53.2831673
280102835	-6.3365831	53.2846380
280102899	-6.3411249	53.2803038
280102903	-6.3405290	53.2809328
280103845	-6.3378376	53.2841269
280103846	-6.3359365	53.2836896
280103930	-6.3392037	53.2804554
280103931	-6.3389618	53.2807400
280103932	-6.3388161	53.2806957
280103933	-6.3386687	53.2808692
280103934	-6.3388066	53.2809111
280103935	-6.3385622	53.2811986
280103936	-6.3388300	53.2812800
280103937	-6.3394592	53.2805331
280103938	-6.3380951	53.2840909
280103983	-6.3413296	53.2818595
280103984	-6.3409450	53.2811122
280103985	-6.3411273	53.2820654
280103986	-6.3406888	53.2818873
280103987	-6.3399494	53.2759286
280103988	-6.3407520	53.2760912
280103990	-6.3373184	53.2820749
280103991	-6.3373141	53.2817356
280103993	-6.3371681	53.2812532
280103996	-6.3369965	53.2810839
280103997	-6.3367390	53.2809658
280103998	-6.3353657	53.2812378
280103999	-6.3348507	53.2805963
280104000	-6.3354162	53.2800122
280104023	-6.3403788	53.2799663
280104024	-6.3396665	53.2812476
280104025	-6.3398181	53.2812321
280104026	-6.3402151	53.2811146
280104027	-6.3403557	53.2810479
280104032	-6.3355631	53.2831057
280104066	-6.3405418	53.2801689
280104067	-6.3401985	53.2804974
280104068	-6.3406276	53.2806513
280104069	-6.3409452	53.2803229
280104082	-6.3376171	53.2828388
280104093	-6.3403505	53.2819331
280104222	-6.3423274	53.2810591
280104249	-6.3418631	53.2806938
280104251	-6.3408322	53.2817413
280108336	-6.3410580	53.2819469
280110551	-6.3412605	53.2824245
280110825	-6.3315956	53.2794347
280110878	-6.3314797	53.2794397
280110879	-6.3314347	53.2802782
280110880	-6.3309540	53.2812737
280110881	-6.3312458	53.2810274
280110882	-6.3315720	53.2807195
280111154	-6.3310964	53.2808290
280111155	-6.3312544	53.2807759
280111156	-6.3315205	53.2806477
280111157	-6.3317351	53.2804834
280111158	-6.3319411	53.2803141
280111159	-6.3321728	53.2801807
280111160	-6.3325333	53.2799189
280111161	-6.3329109	53.2796162
280111162	-6.3330654	53.2795392
280111163	-6.3335633	53.2792518
280111164	-6.3336577	53.2792107
280111165	-6.3338293	53.2792159
280111166	-6.3342070	53.2791645
280111167	-6.3345503	53.2791286
280111168	-6.3318037	53.2804834
280111169	-6.3321213	53.2802884
280111170	-6.3324818	53.2800524
280111171	-6.3326964	53.2798676
280179533	-6.3334858	53.2795426
280180051	-6.3361466	53.2806151
280180344	-6.3386700	53.2814978
280808887	-6.3364109	53.2845553
280808890	-6.3363508	53.2844629
280810900	-6.3406486	53.2762469
280810901	-6.3413216	53.2761569
280810902	-6.3414094	53.2763726
280810903	-6.3409554	53.2764387
280811295	-6.3401795	53.2763963
280811296	-6.3403611	53.2763687
280811297	-6.3404350	53.2765424
280811299	-6.3402534	53.2765700
280812513	-6.3397931	53.2767433
280812514	-6.3396295	53.2763598
280812515	-6.3396553	53.2762520
280812516	-6.3397068	53.2761750
280812517	-6.3397260	53.2761565
280812518	-6.3398968	53.2761083
280812520	-6.3397497	53.2759800
280812522	-6.3395780	53.2759749
280812523	-6.3394836	53.2759441
280812524	-6.3394235	53.2758928
280812525	-6.3348402	53.2763649
280812527	-6.3316788	53.2766453
280812528	-6.3315357	53.2767345
280812529	-6.3314499	53.2768268
280812530	-6.3313211	53.2769295
280812531	-6.3312353	53.2770527
280812532	-6.3312353	53.2776583
280812534	-6.3314756	53.2789053
280812535	-6.3318361	53.2789105
280812536	-6.3318189	53.2788438
280812537	-6.3317159	53.2788438
280812538	-6.3316387	53.2783152
280812539	-6.3316816	53.2782536
280812540	-6.3317932	53.2782125
280812541	-6.3347029	53.2776377
280812543	-6.3347286	53.2776993
280812544	-6.3355097	53.2775351
280812545	-6.3356116	53.2775700
280812546	-6.3357328	53.2775761
280812547	-6.3361276	53.2780842
280812549	-6.3363614	53.2784337
280812551	-6.3364644	53.2783817
280812553	-6.3366512	53.2782741
280812554	-6.3371147	53.2779046
280812555	-6.3376211	53.2773914
280812556	-6.3377670	53.2772733
280812557	-6.3380760	53.2771450
280812558	-6.3384279	53.2770219
280812559	-6.3390283	53.2768479
280813533	-6.3360941	53.2806553
280813534	-6.3354589	53.2803782
280813535	-6.3356134	53.2803371
280813536	-6.3356649	53.2803731
280813537	-6.3360941	53.2804911
280813538	-6.3363258	53.2805219
280813544	-6.3376562	53.2800395
280813547	-6.3363516	53.2785872
280813548	-6.3366606	53.2784178
280813549	-6.3371412	53.2780329
280813550	-6.3377506	53.2774376
280813555	-6.3381283	53.2791876
280813556	-6.3381884	53.2794545
280813562	-6.3396389	53.2813071
280813563	-6.3397848	53.2816098
280813564	-6.3400681	53.2818356
280813566	-6.3399050	53.2819793
280814393	-6.3371217	53.2819662
280814394	-6.3372099	53.2821640
280814395	-6.3373730	53.2821589
280814396	-6.3373644	53.2814610
280814398	-6.3370382	53.2810453
280814399	-6.3368837	53.2809376
280814403	-6.3372442	53.2802242
280814409	-6.3380339	53.2786231
280814410	-6.3380939	53.2788592
280814412	-6.3404595	53.2799128
280814414	-6.3396300	53.2807169
280814415	-6.3395874	53.2810299
280814417	-6.3381969	53.2818202
280814419	-6.3385403	53.2819793
280814420	-6.3385574	53.2820511
280814422	-6.3380682	53.2825130
280814425	-6.3374245	53.2827234
280814426	-6.3372957	53.2827388
280814428	-6.3353879	53.2830439
280814432	-6.3335707	53.2831236
280814434	-6.3339140	53.2826413
280814435	-6.3341028	53.2825848
280814438	-6.3346092	53.2822769
280814554	-6.3360941	53.2821025
280814555	-6.3372099	53.2812249
280814556	-6.3367207	53.2805065
280814558	-6.3372442	53.2803012
280814559	-6.3376390	53.2800857
280814560	-6.3374760	53.2797778
280814561	-6.3373129	53.2797213
280814562	-6.3380081	53.2782895
280814563	-6.3379480	53.2784948
280814564	-6.3394672	53.2796751
280814565	-6.3398444	53.2804246
280814566	-6.3384974	53.2814610
280814567	-6.3384115	53.2822000
280814568	-6.3376820	53.2827388
280814569	-6.3374416	53.2827901
280814571	-6.3353278	53.2830131
280814572	-6.3352162	53.2830079
280814573	-6.3342708	53.2831013
280814574	-6.3341372	53.2827952
280814575	-6.3342573	53.2826310
280814576	-6.3345921	53.2825797
280814577	-6.3348581	53.2822307
281069767	-6.3303788	53.2770077
281072419	-6.3378226	53.2840712
281072420	-6.3379535	53.2840496
281072421	-6.3380393	53.2840701
281072423	-6.3380479	53.2841523
281072425	-6.3379191	53.2842190
281072433	-6.3378652	53.2842295
281072517	-6.3378505	53.2835108
281072541	-6.3375844	53.2835519
281072542	-6.3377090	53.2835424
281072936	-6.3364264	53.2820637
281073079	-6.3343644	53.2830346
281073081	-6.3353871	53.2830028
281073122	-6.3352927	53.2829720
281073448	-6.3400821	53.2804678
281073449	-6.3399276	53.2806217
281073450	-6.3398246	53.2808783
281073451	-6.3397816	53.2810836
281073452	-6.3398121	53.2812056
281073453	-6.3402022	53.2810836
281073454	-6.3403910	53.2810220
281073455	-6.3405284	53.2809194
281073456	-6.3407172	53.2806936
281073553	-6.3406314	53.2807398
281073554	-6.3407092	53.2807783
281073617	-6.3399447	53.2806936
281073618	-6.3399104	53.2807398
281073619	-6.3398589	53.2808424
281073620	-6.3398417	53.2809091
281073621	-6.3398331	53.2809553
281073623	-6.3399276	53.2810425
281073626	-6.3404425	53.2808988
281073627	-6.3404683	53.2808681
281073688	-6.3396366	53.2810519
281073689	-6.3399004	53.2804832
281073690	-6.3402451	53.2805909
281073691	-6.3401421	53.2806115
281073692	-6.3400134	53.2806371
281073693	-6.3398589	53.2810169
281073694	-6.3402194	53.2810425
281073695	-6.3403138	53.2809963
281073696	-6.3404769	53.2807757
281073697	-6.3404683	53.2806730
281074154	-6.3410427	53.2805804
281074698	-6.3351039	53.2801393
281074700	-6.3348206	53.2800983
281074701	-6.3346490	53.2800367
281074702	-6.3343142	53.2798314
281074703	-6.3342112	53.2797031
281074704	-6.3340567	53.2795389
281074705	-6.3339537	53.2794671
281074706	-6.3337477	53.2793798
281074924	-6.3391062	53.2809741
281074925	-6.3388361	53.2812983
281074926	-6.3385980	53.2812237
281074927	-6.3384871	53.2811906
281074928	-6.3382721	53.2811243
281074929	-6.3379773	53.2810306
281074930	-6.3374353	53.2808449
281074981	-6.3371954	53.2807980
281074984	-6.3366163	53.2805684
281074985	-6.3364387	53.2804993
281075129	-6.3370780	53.2796108
281075204	-6.3363618	53.2785050
281076094	-6.3374985	53.2815817
281076134	-6.3372897	53.2815460
281076156	-6.3375171	53.2817404
281076160	-6.3373141	53.2818636
281076201	-6.3370866	53.2820176
281076202	-6.3350266	53.2822639
281076203	-6.3349236	53.2823408
281076204	-6.3346919	53.2825769
281076205	-6.3346061	53.2826077
281076206	-6.3345460	53.2826590
281076207	-6.3344344	53.2827103
281076208	-6.3344001	53.2827360
281076228	-6.3355588	53.2827719
281076229	-6.3356017	53.2828950
281076242	-6.3378376	53.2843647
281076243	-6.3378161	53.2843267
281076278	-6.3331040	53.2847424
281076280	-6.3329324	53.2849425
281076283	-6.3332843	53.2855685
281076288	-6.3330611	53.2848604
281076289	-6.3321170	53.2850348
281811847	-6.3330404	53.2883501
281811848	-6.3334494	53.2884314
281811850	-6.3340722	53.2884798
281811852	-6.3329372	53.2885513
281811854	-6.3315539	53.2888473
281811856	-6.3312760	53.2886649
281811860	-6.3308345	53.2884373
281811862	-6.3314134	53.2884635
281811899	-6.3340824	53.2884374
281811900	-6.3337472	53.2885176
281811906	-6.3311954	53.2884323
281811908	-6.3318032	53.2884449
281812182	-6.3314672	53.2888336
281812183	-6.3312051	53.2886049
281812185	-6.3307816	53.2885074
281812767	-6.3323605	53.2885613
281813023	-6.3383619	53.2875291
281813024	-6.3381394	53.2874810
281813025	-6.3379816	53.2874765
281813026	-6.3375898	53.2878310
281813027	-6.3374692	53.2881449
281813028	-6.3372739	53.2882631
281813030	-6.3360243	53.2883588
281813031	-6.3356146	53.2883927
281813032	-6.3345724	53.2884424
281813033	-6.3337099	53.2884681
281813034	-6.3329374	53.2884527
281813035	-6.3321220	53.2886733
281813036	-6.3318428	53.2887184
281813037	-6.3311779	53.2885297
281813038	-6.3307103	53.2885216
281813040	-6.3303040	53.2885849
281816107	-6.3308531	53.2891289
281816109	-6.3310569	53.2890070
281816112	-6.3309816	53.2885914
282035110	-6.3319277	53.2865804
282035111	-6.3320659	53.2868456
282035112	-6.3316728	53.2869188
282035113	-6.3316187	53.2868150
282035114	-6.3315674	53.2867166
282035115	-6.3315346	53.2866537
282035340	-6.3318195	53.2867649
282035856	-6.3325527	53.2864225
282035858	-6.3324635	53.2864768
282035859	-6.3323331	53.2864686
282262334	-6.3391366	53.2768052
282262586	-6.3391809	53.2767261
282262588	-6.3394218	53.2767922
282262590	-6.3392694	53.2768754
282262713	-6.3394160	53.2767653
282262809	-6.3391359	53.2767763
282268400	-6.3391881	53.2767188
282544307	-6.3383712	53.2794256
282544829	-6.3396444	53.2793001
282544959	-6.3394647	53.2795910
282550070	-6.3423487	53.2781688
282730087	-6.3450849	53.2786563
282730089	-6.3438194	53.2779175
282730090	-6.3430246	53.2777428
282730119	-6.3429230	53.2765045
282730120	-6.3429621	53.2767361
282730122	-6.3430421	53.2774248
282730134	-6.3445527	53.2767985
282730233	-6.3450612	53.2766150
282730237	-6.3439519	53.2774759
282730261	-6.3445270	53.2780815
282730263	-6.3452050	53.2775580
